Method,BM25_Weight,Semantic_Weight,Question,Precision@5,MRR,Hit@5,nDCG,Avg_Similarity
Topic,0.5,0.5,Who proved the superiority of mid-engined cars in Formula One?,0.2,1.0,1,0.9685783577894265,0.49553648
Topic,0.7,0.30000000000000004,Who proved the superiority of mid-engined cars in Formula One?,0.2,1.0,1,0.9749454111988546,0.49553648
SW_50,0.3,0.7,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,0.9995279360761226,0.52379054
SW_50,0.5,0.5,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,0.999528451662379,0.5246855
SW_50,0.7,0.30000000000000004,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,1.0,0.46239138
SW_20,0.3,0.7,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9993643824719102,0.5044968
SW_20,0.5,0.5,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9993643824719102,0.5044968
SW_20,0.7,0.30000000000000004,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9735047237749543,0.44916034
SW_0,0.3,0.7,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,0.9981841444390117,0.49473768
SW_0,0.5,0.5,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,1.0,0.49527687
SW_0,0.7,0.30000000000000004,By what year had all Formula One teams switched to mid-engined cars?,0.0,0.0,0,0.9886750802714689,0.44975844
Semantic,0.3,0.7,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9904027037084703,0.5508194
Semantic,0.5,0.5,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9904665806238281,0.5207981
Semantic,0.7,0.30000000000000004,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9891139753223482,0.4512344
Topic,0.3,0.7,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9975078230134488,0.5329875
Topic,0.5,0.5,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,1.0,0.5063644
Topic,0.7,0.30000000000000004,By what year had all Formula One teams switched to mid-engined cars?,0.2,1.0,1,0.9676837719191032,0.47969955
SW_50,0.3,0.7,What was the last front-engined Formula One car to enter a world championship race?,0.6,1.0,1,0.9996600284811396,0.622805
SW_50,0.5,0.5,What was the last front-engined Formula One car to enter a world championship race?,0.6,1.0,1,0.9996600284811396,0.622805
SW_50,0.7,0.30000000000000004,What was the last front-engined Formula One car to enter a world championship race?,0.6,1.0,1,0.9954675839727732,0.622805
SW_20,0.3,0.7,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9957997794766961,0.57828325
SW_20,0.5,0.5,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9983101723320702,0.57828325
SW_20,0.7,0.30000000000000004,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9870054486257633,0.5845494
SW_0,0.3,0.7,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9985316264881747,0.5677846
SW_0,0.5,0.5,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9988035170176557,0.56558
SW_0,0.7,0.30000000000000004,What was the last front-engined Formula One car to enter a world championship race?,0.4,1.0,1,0.9901551648488289,0.56558
Semantic,0.3,0.7,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9961530799879015,0.6344068
Semantic,0.5,0.5,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9974935650703899,0.5913519
Semantic,0.7,0.30000000000000004,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9968110415842883,0.5913519
Topic,0.3,0.7,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9988394895243329,0.6144227
Topic,0.5,0.5,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9958399168887062,0.6144227
Topic,0.7,0.30000000000000004,What was the last front-engined Formula One car to enter a world championship race?,0.2,1.0,1,0.9980953600156969,0.57499635
SW_50,0.3,0.7,What major chassis innovation did Lotus introduce in 1962?,0.6,1.0,1,0.9940313534998849,0.54419994
SW_50,0.5,0.5,What major chassis innovation did Lotus introduce in 1962?,0.6,1.0,1,0.998445103413437,0.54419994
SW_50,0.7,0.30000000000000004,What major chassis innovation did Lotus introduce in 1962?,0.6,1.0,1,0.9905592150497023,0.51071966
SW_20,0.3,0.7,What major chassis innovation did Lotus introduce in 1962?,0.0,0.0,0,1.0,0.5093736
SW_20,0.5,0.5,What major chassis innovation did Lotus introduce in 1962?,0.0,0.0,0,0.9908644148687762,0.5093736
SW_20,0.7,0.30000000000000004,What major chassis innovation did Lotus introduce in 1962?,0.0,0.0,0,0.984986036096344,0.4023313
SW_0,0.3,0.7,What major chassis innovation did Lotus introduce in 1962?,0.4,1.0,1,0.997664497220823,0.46593586
SW_0,0.5,0.5,What major chassis innovation did Lotus introduce in 1962?,0.4,1.0,1,1.0,0.430232
SW_0,0.7,0.30000000000000004,What major chassis innovation did Lotus introduce in 1962?,0.4,1.0,1,0.9858569557549748,0.430232
Semantic,0.3,0.7,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9973457389990111,0.5623989
Semantic,0.5,0.5,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9657727962306317,0.506331
Semantic,0.7,0.30000000000000004,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9536833364716912,0.4902289
Topic,0.3,0.7,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9997884606815587,0.6019751
Topic,0.5,0.5,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9997751289432388,0.5436994
Topic,0.7,0.30000000000000004,What major chassis innovation did Lotus introduce in 1962?,0.2,1.0,1,0.9472968152984725,0.4876315
SW_50,0.3,0.7,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.8849261441706643,0.3801311
SW_50,0.5,0.5,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9828063377413254,0.32102233
SW_50,0.7,0.30000000000000004,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9712120945105018,0.3089869
SW_20,0.3,0.7,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9195310937493161,0.30214232
SW_20,0.5,0.5,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9842038324095083,0.28568235
SW_20,0.7,0.30000000000000004,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9682591410363488,0.28568235
SW_0,0.3,0.7,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9217834495081841,0.346087
SW_0,0.5,0.5,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.9545291487962273,0.29888144
SW_0,0.7,0.30000000000000004,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.93779308530311,0.29888144
Semantic,0.3,0.7,When was sponsorship first introduced to Formula One?,0.2,1.0,1,0.996346165663522,0.35098678
Semantic,0.5,0.5,When was sponsorship first introduced to Formula One?,0.2,1.0,1,0.9901780305913757,0.31396446
Semantic,0.7,0.30000000000000004,When was sponsorship first introduced to Formula One?,0.2,1.0,1,0.9901780305913757,0.31396446
Topic,0.3,0.7,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.8837456669476195,0.3028446
Topic,0.5,0.5,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.8376822164538938,0.28136745
Topic,0.7,0.30000000000000004,When was sponsorship first introduced to Formula One?,0.0,0.0,0,0.8376822164538938,0.28136745
SW_50,0.3,0.7,Which team first used cigarette sponsorship in Formula One?,0.4,1.0,1,0.9933736826806664,0.5424373
SW_50,0.5,0.5,Which team first used cigarette sponsorship in Formula One?,0.4,1.0,1,0.9744308415493419,0.53175193
SW_50,0.7,0.30000000000000004,Which team first used cigarette sponsorship in Formula One?,0.4,1.0,1,0.9767778520877178,0.4999996
SW_20,0.3,0.7,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9920267507548425,0.49575004
SW_20,0.5,0.5,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9941526284579754,0.48445717
SW_20,0.7,0.30000000000000004,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9927862759395913,0.48445717
SW_0,0.3,0.7,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9911551786665616,0.46579474
SW_0,0.5,0.5,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9953729530242693,0.4571774
SW_0,0.7,0.30000000000000004,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.995892263230698,0.45473585
Semantic,0.3,0.7,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.974417448814933,0.5521611
Semantic,0.5,0.5,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9836957423102282,0.5140866
Semantic,0.7,0.30000000000000004,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,1.0,0.46103874
Topic,0.3,0.7,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,1.0,0.407157
Topic,0.5,0.5,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9836497327260167,0.407157
Topic,0.7,0.30000000000000004,Which team first used cigarette sponsorship in Formula One?,0.2,1.0,1,0.9876861526013307,0.4021555
SW_50,0.3,0.7,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9733253629257081,0.55217034
SW_50,0.5,0.5,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9646698521989601,0.5521703
SW_50,0.7,0.30000000000000004,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9699964421463729,0.4846403
SW_20,0.3,0.7,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9914099493147732,0.44068044
SW_20,0.5,0.5,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9900035301385365,0.43033686
SW_20,0.7,0.30000000000000004,Who introduced wings to Formula One cars and when?,0.4,1.0,1,0.9900035301385365,0.43033686
SW_0,0.3,0.7,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9723335670751101,0.46849138
SW_0,0.5,0.5,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9583747931009761,0.45200282
SW_0,0.7,0.30000000000000004,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9978092757845388,0.3448395
Semantic,0.3,0.7,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9995144045394279,0.41041166
Semantic,0.5,0.5,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9995801254881754,0.4104117
Semantic,0.7,0.30000000000000004,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9887085070017163,0.40780753
Topic,0.3,0.7,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9973252658968575,0.43581563
Topic,0.5,0.5,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9962958418324596,0.42563707
Topic,0.7,0.30000000000000004,Who introduced wings to Formula One cars and when?,0.2,1.0,1,0.9909503254519073,0.42563707
SW_50,0.3,0.7,Who introduced ground-effect aerodynamics to Formula One?,0.2,0.5,1,0.9414427776137112,0.38330498
SW_50,0.5,0.5,Who introduced ground-effect aerodynamics to Formula One?,0.2,0.5,1,0.9268179508424762,0.38330498
SW_50,0.7,0.30000000000000004,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,1.0,0.33062735
SW_20,0.3,0.7,Who introduced ground-effect aerodynamics to Formula One?,0.0,0.0,0,0.9948034562542837,0.3439526
SW_20,0.5,0.5,Who introduced ground-effect aerodynamics to Formula One?,0.0,0.0,0,0.9860102769153053,0.32028756
SW_20,0.7,0.30000000000000004,Who introduced ground-effect aerodynamics to Formula One?,0.0,0.0,0,0.9795289940517696,0.32695955
SW_0,0.3,0.7,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9875920492807875,0.34638047
SW_0,0.5,0.5,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9962292467118057,0.31903785
SW_0,0.7,0.30000000000000004,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9523971601896389,0.32443094
Semantic,0.3,0.7,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9932385077546271,0.40572977
Semantic,0.5,0.5,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9747190221948955,0.40572983
Semantic,0.7,0.30000000000000004,Who introduced ground-effect aerodynamics to Formula One?,0.2,0.5,1,0.8426243819759677,0.40572983
Topic,0.3,0.7,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9979527274952399,0.37206516
Topic,0.5,0.5,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.9887653283107267,0.37206516
Topic,0.7,0.30000000000000004,Who introduced ground-effect aerodynamics to Formula One?,0.2,1.0,1,0.985004662237575,0.37206516
SW_50,0.3,0.7,Who rearranged the management of Formula One's commercial rights?,0.4,1.0,1,0.999610906736454,0.6140319
SW_50,0.5,0.5,Who rearranged the management of Formula One's commercial rights?,0.4,1.0,1,0.9986207241436762,0.6054947
SW_50,0.7,0.30000000000000004,Who rearranged the management of Formula One's commercial rights?,0.4,1.0,1,0.9940090809487064,0.6054946
SW_20,0.3,0.7,Who rearranged the management of Formula One's commercial rights?,0.0,0.0,0,0.9977606684157119,0.53991205
SW_20,0.5,0.5,Who rearranged the management of Formula One's commercial rights?,0.0,0.0,0,0.9960546460798444,0.49200854
SW_20,0.7,0.30000000000000004,Who rearranged the management of Formula One's commercial rights?,0.0,0.0,0,0.9873498770479073,0.4920086
SW_0,0.3,0.7,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9979576597160589,0.54760355
SW_0,0.5,0.5,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9967105421098355,0.5273806
SW_0,0.7,0.30000000000000004,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9967105421098355,0.5273806
Semantic,0.3,0.7,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9882086550284677,0.59833705
Semantic,0.5,0.5,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,1.0,0.5269986
Semantic,0.7,0.30000000000000004,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9866951664635293,0.5269986
Topic,0.3,0.7,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9893355138215546,0.60039806
Topic,0.5,0.5,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9816066867279477,0.52757204
Topic,0.7,0.30000000000000004,Who rearranged the management of Formula One's commercial rights?,0.2,1.0,1,0.9714449528296848,0.50808203
SW_50,0.3,0.7,What was the FISA-FOCA war about?,0.4,1.0,1,0.9752880983756818,0.5839942
SW_50,0.5,0.5,What was the FISA-FOCA war about?,0.2,1.0,1,0.9876326480879105,0.50612974
SW_50,0.7,0.30000000000000004,What was the FISA-FOCA war about?,0.2,0.3333333333333333,1,0.8971780193922502,0.45180577
SW_20,0.3,0.7,What was the FISA-FOCA war about?,0.2,0.5,1,0.9528776293853346,0.4766417
SW_20,0.5,0.5,What was the FISA-FOCA war about?,0.2,0.5,1,0.9426274551124617,0.4766417
SW_20,0.7,0.30000000000000004,What was the FISA-FOCA war about?,0.2,0.5,1,0.9485152355211852,0.42206398
SW_0,0.3,0.7,What was the FISA-FOCA war about?,0.2,0.5,1,0.9516696371958262,0.434968
SW_0,0.5,0.5,What was the FISA-FOCA war about?,0.2,0.3333333333333333,1,0.8695879538140386,0.39019102
SW_0,0.7,0.30000000000000004,What was the FISA-FOCA war about?,0.2,0.2,1,0.7964859144343133,0.3488302
